gene	p_val	avg_logFC	avg_FC	pct.1	pct.2	p_val_adj	cluster		
RAC2	1.53E-113	0.301586327	1.232498872	0.301	0.092	3.16E-109	8		
LIMD2	1.07E-103	0.29142818	1.223851216	0.297	0.096	2.22E-99	8		
PNISR	1.30E-102	0.404923083	1.324018319	0.436	0.199	2.70E-98	8		
AKAP13	5.06E-98	0.334315558	1.26077913	0.357	0.138	1.05E-93	8		
RPS15A	3.25E-97	0.335975669	1.262230744	0.998	0.978	6.74E-93	8		
PNRC1	1.37E-94	0.372595111	1.294679599	0.501	0.252	2.84E-90	8		
EMB	3.54E-93	0.277015947	1.211686054	0.3	0.105	7.34E-89	8		
RNF19A	1.04E-92	0.293866285	1.225921231	0.312	0.114	2.16E-88	8		
RPL7A	2.37E-91	0.350738443	1.275213177	0.987	0.949	4.91E-87	8		
SH3BGRL3	5.25E-90	0.385138998	1.305985608	0.857	0.754	1.09E-85	8		
SKAP1	3.07E-86	0.257109211	1.195081668	0.265	0.09	6.35E-82	8		
RPS19	4.22E-81	0.305500802	1.235847562	1	0.988	8.74E-77	8		
MYCBP2	2.81E-80	0.281695409	1.215622606	0.302	0.116	5.82E-76	8		
RPL26	1.91E-77	0.310587452	1.2402126	0.988	0.95	3.95E-73	8		
RPS23	2.53E-72	0.287212994	1.220280654	0.998	0.973	5.24E-68	8		
RPL35A	2.49E-71	0.303087787	1.233782242	0.985	0.946	5.15E-67	8		
ISG20	3.56E-70	0.271937077	1.207427928	0.279	0.109	7.38E-66	8		
N4BP2L2	1.16E-68	0.349138995	1.273800192	0.484	0.282	2.41E-64	8		
07-Sep	2.33E-67	0.365221607	1.288079471	0.587	0.396	4.84E-63	8		
RPL36AL	1.43E-64	0.34489258	1.270056413	0.526	0.329	2.96E-60	8		
ANKRD12	1.37E-58	0.339023485	1.264900133	0.45	0.27	2.84E-54	8		
RBM39	2.04E-56	0.305129631	1.235529649	0.43	0.25	4.23E-52	8		
YWHAB	3.74E-56	0.315087728	1.244087302	0.508	0.325	7.74E-52	8		
DDX3X	4.97E-54	0.317793368	1.246422661	0.408	0.237	1.03E-49	8		
FUS	1.80E-53	0.29688144	1.22848602	0.419	0.242	3.72E-49	8		
SYNE2	4.52E-50	0.30707729	1.237198758	0.383	0.218	9.36E-46	8		
ARGLU1	2.20E-49	0.27646467	1.211223137	0.37	0.206	4.56E-45	8		
JAK1	3.09E-48	0.306643827	1.236827093	0.427	0.263	6.41E-44	8		
PSME1	6.22E-43	0.255300921	1.193584678	0.373	0.216	1.29E-38	8		
RNF213	1.47E-37	0.272741845	1.208101647	0.431	0.284	3.04E-33	8		
RSRP1	5.40E-36	0.260039208	1.197511249	0.363	0.225	1.12E-31	8		
BIRC3	1.90E-35	0.279315613	1.21361903	0.323	0.183	3.93E-31	8		
SF1	5.80E-32	0.26308777	1.200044388	0.345	0.221	1.20E-27	8		
REL	6.62E-30	0.276766016	1.211476161	0.308	0.189	1.37E-25	8		
FOS	1.53E-29	0.284370841	1.217879031	0.501	0.343	3.17E-25	8		
LDHB	1.40E-201	0.817572199	1.762437624	0.826	0.428	2.90E-197	9		
PRDX1	9.31E-166	0.631510557	1.549186202	0.979	0.89	1.93E-161	9		
PPIA	3.06E-165	0.562452153	1.476777168	0.994	0.94	6.33E-161	9		
GSTP1	6.44E-162	0.602266938	1.518100117	0.989	0.867	1.33E-157	9		
HPGD	3.88E-140	0.711020453	1.63696157	0.905	0.663	8.03E-136	9		
S100A6	3.76E-139	0.583656127	1.498642351	1	0.993	7.78E-135	9		
TOP2A	4.96E-134	0.37796619	1.299508607	0.259	0.052	1.03E-129	9		
NQO1	2.33E-109	0.445022327	1.361335184	0.417	0.145	4.83E-105	9		
MMP7	1.36E-108	0.787200519	1.725722529	0.917	0.708	2.82E-104	9		
ENO1	5.51E-100	0.45059956	1.366608078	0.988	0.925	1.14E-95	9		
KRT18	4.04E-91	0.417877651	1.335960776	0.901	0.751	8.37E-87	9		
TXNDC17	1.28E-84	0.417407864	1.335525816	0.562	0.282	2.65E-80	9		
UQCRH	2.33E-81	0.400090297	1.319590501	0.911	0.825	4.82E-77	9		
IL37	5.45E-79	0.380140734	1.301468807	0.335	0.116	1.13E-74	9		
TKT	2.27E-77	0.477174531	1.392014782	0.774	0.615	4.70E-73	9		
CEACAM6	2.66E-75	0.414692424	1.333014454	0.495	0.228	5.52E-71	9		
CEACAM5	9.76E-75	0.402913515	1.322175342	0.42	0.173	2.02E-70	9		
PTMA	4.61E-74	0.367930625	1.290500433	0.996	0.99	9.56E-70	9		
YBX1	4.76E-72	0.366783746	1.289474949	0.961	0.869	9.86E-68	9		
JPT1	1.77E-71	0.483974201	1.398591072	0.679	0.47	3.67E-67	9		
CHCHD2	3.73E-71	0.369502333	1.291907102	0.916	0.852	7.73E-67	9		
PLA2G16	8.50E-69	0.426831411	1.344277897	0.743	0.546	1.76E-64	9		
GPX2	2.93E-67	0.281306271	1.215294761	0.316	0.115	6.07E-63	9		
CD24	2.93E-65	0.382890083	1.303951385	0.583	0.326	6.07E-61	9		
SFTA2	4.06E-65	0.41538214	1.333651887	0.663	0.405	8.41E-61	9		
CALM2	2.95E-63	0.432483973	1.349555186	0.864	0.789	6.11E-59	9		
AREG	2.07E-62	0.389406982	1.309854879	0.757	0.539	4.30E-58	9		
RPLP0	4.06E-62	0.305236072	1.235620808	0.996	0.972	8.41E-58	9		
HMGN3	1.23E-60	0.409084079	1.327842542	0.513	0.293	2.54E-56	9		
H2AFZ	1.32E-58	0.420351765	1.338253815	0.54	0.327	2.74E-54	9		
NME1	2.24E-58	0.389092451	1.309569341	0.511	0.3	4.64E-54	9		
PSMB3	3.80E-58	0.375352962	1.297156872	0.534	0.317	7.86E-54	9		
PPA1	6.16E-56	0.369444777	1.291855563	0.567	0.348	1.28E-51	9		
RAN	9.66E-56	0.40541803	1.324472629	0.6	0.407	2.00E-51	9		
S100A16	9.80E-55	0.351925011	1.276262429	0.808	0.69	2.03E-50	9		
HSP90AB1	2.69E-54	0.314844164	1.243877285	0.984	0.961	5.57E-50	9		
NDUFA4	6.20E-53	0.341055921	1.266683351	0.861	0.795	1.28E-48	9		
TALDO1	7.21E-53	0.399466865	1.319020388	0.625	0.44	1.49E-48	9		
STMN1	1.00E-51	0.290039024	1.22267335	0.304	0.128	2.08E-47	9		
MAL2	1.93E-51	0.352631775	1.276887812	0.588	0.37	4.01E-47	9		
POLR2L	1.07E-49	0.34140868	1.266993111	0.464	0.262	2.21E-45	9		
MYL12B	2.92E-49	0.337091836	1.26320767	0.83	0.76	6.05E-45	9		
RBM8A	3.27E-49	0.354858392	1.278860048	0.554	0.36	6.77E-45	9		
DSTN	7.64E-49	0.3543205	1.278383329	0.624	0.441	1.58E-44	9		
KRT19	3.15E-45	0.333933034	1.260444884	0.984	0.898	6.53E-41	9		
NPM1	7.02E-45	0.340167851	1.265903868	0.859	0.81	1.45E-40	9		
KRT7	1.20E-43	0.37550714	1.297295503	0.736	0.612	2.48E-39	9		
TCEA1	9.03E-42	0.33943854	1.26526409	0.571	0.392	1.87E-37	9		
S100A10	1.61E-41	0.250579101	1.189684561	1	0.982	3.33E-37	9		
RPS26	3.16E-41	0.34513305	1.270268126	0.597	0.438	6.55E-37	9		
PHLDA2	5.26E-40	0.309343163	1.239143408	0.538	0.338	1.09E-35	9		
S100A14	1.47E-39	0.348139195	1.272917744	0.664	0.517	3.04E-35	9		
TUBA1B	1.92E-39	0.339436223	1.265262058	0.667	0.536	3.97E-35	9		
EIF2S2	3.08E-39	0.313767457	1.242949306	0.49	0.312	6.38E-35	9		
FN1	5.95E-39	0.294164958	1.226175053	0.574	0.372	1.23E-34	9		
HMGB1	7.77E-39	0.293182528	1.225340351	0.906	0.866	1.61E-34	9		
RARRES3	8.73E-37	0.335698243	1.261988044	0.429	0.254	1.81E-32	9		
EIF4EBP1	1.27E-36	0.301197296	1.232166567	0.446	0.272	2.62E-32	9		
HSPD1	1.90E-36	0.352172101	1.276481033	0.546	0.392	3.93E-32	9		
ANXA2	7.23E-36	0.304006414	1.234568096	0.948	0.907	1.50E-31	9		
ISG15	9.53E-36	0.34889226	1.273582361	0.547	0.367	1.97E-31	9		
TUBA1C	1.04E-35	0.316373201	1.245196305	0.431	0.269	2.16E-31	9		
TOP1	1.18E-33	0.280633058	1.214727793	0.386	0.226	2.44E-29	9		
DBI	1.24E-33	0.274325889	1.209428842	0.489	0.319	2.58E-29	9		
PARK7	2.44E-33	0.298726515	1.230058146	0.692	0.642	5.05E-29	9		
CYCS	2.64E-33	0.284192313	1.217728333	0.465	0.307	5.48E-29	9		
HSPE1	3.76E-33	0.298750204	1.230078344	0.538	0.382	7.78E-29	9		
NDUFS6	4.78E-33	0.277155199	1.211803014	0.442	0.283	9.89E-29	9		
TXN	4.78E-33	0.301085283	1.232070904	0.628	0.509	9.90E-29	9		
PRDX2	6.70E-33	0.285561852	1.218884861	0.483	0.329	1.39E-28	9		
KRT8	8.40E-33	0.310830669	1.240421699	0.505	0.347	1.74E-28	9		
GPX4	1.01E-32	0.25893611	1.196595971	0.822	0.788	2.09E-28	9		
SNRPG	5.68E-32	0.25558348	1.19381847	0.405	0.247	1.18E-27	9		
SOD1	5.72E-31	0.313232289	1.242488319	0.628	0.543	1.18E-26	9		
UQCR10	1.14E-26	0.261143625	1.198428323	0.499	0.358	2.36E-22	9		
NCL	1.22E-24	0.293667949	1.225752708	0.702	0.654	2.52E-20	9		
ATP5MC3	3.01E-24	0.261264648	1.198528859	0.479	0.355	6.24E-20	9		
ANP32E	5.65E-24	0.254230824	1.192699683	0.354	0.224	1.17E-19	9		
PRDX5	1.06E-21	0.261592481	1.19880124	0.546	0.442	2.20E-17	9		
POMP	1.98E-21	0.25513705	1.19344911	0.51	0.396	4.11E-17	9		
SERBP1	4.47E-20	0.253376008	1.191993202	0.651	0.642	9.26E-16	9		
MGST1	4.40E-19	0.299774961	1.230952388	0.612	0.564	9.12E-15	9		
SQSTM1	5.48E-19	0.305475762	1.235826112	0.527	0.422	1.13E-14	9		
NNMT	1.56E-18	0.297874782	1.229332163	0.584	0.472	3.23E-14	9		
TCN1	9.70E-235	0.989641427	1.985691398	0.985	0.665	2.01E-230	10		
TFPI2	4.85E-197	0.937423911	1.915105554	0.975	0.726	1.00E-192	10		
NAPSA	1.68E-132	0.695540917	1.619491523	0.93	0.706	3.48E-128	10		
APLP2	9.64E-129	0.585386464	1.500440868	0.999	0.943	2.00E-124	10		
MMP7	7.34E-122	0.730074673	1.658724944	0.951	0.707	1.52E-117	10		
AGR2	8.46E-108	0.507983492	1.422061138	0.957	0.757	1.75E-103	10		
LGALS3BP	2.84E-102	0.590978598	1.506268122	0.859	0.654	5.87E-98	10		
WFDC2	9.25E-100	0.517954769	1.431923847	0.969	0.773	1.92E-95	10		
CP	2.02E-93	0.59029799	1.505557689	0.437	0.171	4.18E-89	10		
FOLR1	1.56E-92	0.52608369	1.44001485	0.852	0.642	3.24E-88	10		
CD63	8.54E-87	0.422861328	1.340583728	0.999	0.965	1.77E-82	10		
ITM2B	6.10E-86	0.478359333	1.393158433	0.995	0.924	1.26E-81	10		
EPCAM	1.27E-84	0.469758748	1.384877865	0.986	0.879	2.63E-80	10		
CTSD	1.55E-74	0.444235954	1.36059336	0.964	0.829	3.20E-70	10		
TIMP1	2.96E-72	0.349765126	1.274353143	0.947	0.782	6.13E-68	10		
MT-ND3	2.12E-66	0.320384887	1.248663627	1	0.983	4.39E-62	10		
TMBIM6	2.50E-63	0.397174843	1.316926513	0.957	0.881	5.17E-59	10		
TMEM59	3.55E-62	0.441133358	1.357670473	0.904	0.762	7.36E-58	10		
SSR4	2.10E-59	0.374139141	1.296065959	0.964	0.883	4.35E-55	10		
MT-CYB	2.17E-57	0.29577045	1.227540352	1	0.998	4.49E-53	10		
S100A6	4.13E-57	0.285501338	1.218833736	1	0.993	8.55E-53	10		
MT-ATP6	9.10E-56	0.271119181	1.206743605	1	1	1.88E-51	10		
MT-ND5	2.55E-55	0.312878726	1.242183859	0.996	0.928	5.28E-51	10		
HLA-A	5.51E-55	0.372317427	1.294430429	0.985	0.912	1.14E-50	10		
MT-CO3	1.51E-53	0.266376712	1.202783275	1	1	3.12E-49	10		
TSPAN8	3.73E-51	0.333716526	1.26025574	0.478	0.251	7.73E-47	10		
LCN2	8.87E-50	0.385875534	1.306652519	0.412	0.21	1.84E-45	10		
SAA1	1.21E-47	0.262292569	1.199383116	0.292	0.121	2.50E-43	10		
LY6E	1.78E-47	0.351092489	1.275526161	0.929	0.811	3.69E-43	10		
PSAP	5.72E-47	0.324925909	1.252600108	0.86	0.736	1.18E-42	10		
MUC1	5.72E-44	0.403804426	1.322992081	0.788	0.626	1.18E-39	10		
AZGP1	3.36E-43	0.378952832	1.30039763	0.472	0.275	6.97E-39	10		
RPL31	9.25E-42	0.279090355	1.213429555	0.987	0.922	1.92E-37	10		
AREG	4.21E-40	0.352833028	1.277065948	0.73	0.541	8.73E-36	10		
TREM1	9.39E-40	0.366156957	1.288914849	0.638	0.468	1.94E-35	10		
P4HB	2.78E-38	0.347601422	1.272443344	0.872	0.793	5.76E-34	10		
DPP4	6.16E-37	0.354152895	1.278234822	0.401	0.238	1.28E-32	10		
HSP90B1	6.74E-37	0.321041637	1.249232179	0.91	0.846	1.40E-32	10		
CLDN10	1.43E-36	0.328628436	1.255818906	0.519	0.344	2.96E-32	10		
CD81	1.09E-30	0.29815122	1.229567741	0.792	0.699	2.26E-26	10		
PPIB	1.37E-30	0.278857351	1.213233594	0.742	0.641	2.84E-26	10		
CTSC	1.23E-27	0.291075657	1.223552205	0.528	0.388	2.55E-23	10		
MGST1	2.83E-26	0.289345266	1.222085536	0.673	0.561	5.86E-22	10		
SCGB3A2	2.93E-26	0.303001148	1.233708152	0.305	0.175	6.08E-22	10		
SLPI	1.06E-25	0.254310861	1.192765853	0.325	0.189	2.19E-21	10		
CALR	1.55E-23	0.262998575	1.199970197	0.707	0.631	3.22E-19	10		
PDIA6	4.01E-22	0.295884645	1.22763752	0.657	0.581	8.31E-18	10		
SOD3	2.17E-19	0.266388396	1.202793016	0.354	0.239	4.48E-15	10		
NUCB2	2.54E-18	0.266211211	1.202645304	0.388	0.279	5.26E-14	10		
SFTA2	7.76E-16	0.255541799	1.19378398	0.518	0.412	1.61E-11	10		
PDIA3	1.08E-13	0.278253433	1.212725835	0.446	0.382	2.24E-09	10		
MGP	0	1.284417407	2.435836682	0.525	0.075	0	11		
TAGLN	0	1.171721525	2.252803569	0.67	0.074	0	11		
SFRP2	0	0.778337662	1.715153457	0.352	0.032	0	11		
TPM2	0	0.646774177	1.565663503	0.425	0.054	0	11		
DCN	0	0.618371193	1.535141023	0.319	0.03	0	11		
BGN	0	0.56599806	1.480411307	0.371	0.042	0	11		
RARRES2	0	0.549805033	1.463887852	0.31	0.025	0	11		
SPARC	7.53E-289	0.874612593	1.833515666	0.409	0.056	1.56E-284	11		
LUM	7.16E-271	0.528673651	1.442602322	0.301	0.031	1.48E-266	11		
ACTA2	2.10E-270	0.639469391	1.557756127	0.36	0.046	4.35E-266	11		
IGFBP7	6.34E-228	0.593127664	1.508513559	0.371	0.056	1.31E-223	11		
COL3A1	5.14E-186	0.4460184	1.362275408	0.291	0.042	1.07E-181	11		
MYL9	2.50E-180	0.555188705	1.469360813	0.365	0.071	5.18E-176	11		
COL1A2	1.16E-170	0.487094642	1.401619393	0.311	0.053	2.39E-166	11		
CALD1	2.78E-112	0.695989053	1.619994654	0.492	0.192	5.75E-108	11		
IFITM3	2.50E-104	0.607714778	1.523843536	0.932	0.67	5.17E-100	11		
MT-ATP6	1.38E-79	0.354465326	1.278511667	1	1	2.85E-75	11		
MT-ND3	6.88E-73	0.3641555	1.287127973	0.999	0.984	1.43E-68	11		
MT-CYB	7.06E-67	0.333264989	1.259861365	1	0.998	1.46E-62	11		
LGALS1	9.62E-65	0.45396165	1.369796567	0.99	0.885	1.99E-60	11		
MT-CO3	2.10E-64	0.302582478	1.233350182	1	1	4.36E-60	11		
TPM1	3.08E-60	0.699378317	1.623804916	0.524	0.325	6.39E-56	11		
MT-CO2	1.40E-52	0.267711563	1.203896663	1	1	2.91E-48	11		
MT-ND5	1.25E-49	0.301627717	1.232534233	0.991	0.929	2.59E-45	11		
RPS23	2.67E-46	0.330725357	1.257645534	0.999	0.974	5.52E-42	11		
RPS14	1.97E-38	0.299303275	1.230549997	0.997	0.985	4.08E-34	11		
TIMP1	1.33E-37	0.412295245	1.33080136	0.956	0.782	2.76E-33	11		
MYL6	4.51E-33	0.325932519	1.253474389	0.987	0.918	9.35E-29	11		
RPL7A	7.71E-33	0.338359899	1.26431846	0.99	0.95	1.60E-28	11		
SERF2	7.96E-32	0.327699421	1.255010488	0.99	0.954	1.65E-27	11		
RPL12	6.35E-29	0.265119685	1.201735741	0.999	0.98	1.32E-24	11		
RPL26	3.38E-26	0.251583686	1.190513257	0.993	0.951	7.00E-22	11		
RPS6	8.96E-26	0.251066204	1.190086307	0.999	0.976	1.86E-21	11		
PTMS	3.34E-24	0.319987281	1.248319544	0.307	0.18	6.92E-20	11		
IFI27	1.48E-22	0.311163984	1.240708315	0.451	0.309	3.08E-18	11		
RPL35	3.23E-21	0.251167766	1.190170089	0.99	0.95	6.69E-17	11		
TPM4	1.50E-15	0.34170675	1.267254907	0.387	0.307	3.10E-11	11		
MT2A	1.34E-12	0.3330266	1.259653205	0.412	0.33	2.78E-08	11		
DSTN	3.53E-12	0.301097812	1.232081604	0.479	0.448	7.30E-08	11		
S100B	0	1.099926556	2.143437805	0.42	0.029	0	12		
HLA-DPB1	0	0.979855075	1.972267276	0.705	0.163	0	12		
LTB	0	0.966052913	1.953488703	0.425	0.05	0	12		
PKIB	0	0.457203855	1.372878408	0.283	0.018	0	12		
AIF1	3.13E-300	0.900657922	1.866917172	0.646	0.134	6.47E-296	12		
LST1	1.49E-287	0.767874044	1.702758748	0.502	0.086	3.08E-283	12		
HLA-DRA	1.21E-285	1.105849231	2.152255316	0.892	0.338	2.50E-281	12		
COTL1	1.23E-257	0.983691325	1.977518683	0.605	0.15	2.54E-253	12		
HLA-DPA1	5.61E-255	0.901061108	1.867438987	0.645	0.159	1.16E-250	12		
TMSB4X	1.28E-244	1.005278552	2.00733103	1	0.97	2.65E-240	12		
PLAC8	4.80E-190	0.450428501	1.366446051	0.259	0.032	9.94E-186	12		
CD74	5.35E-182	0.740264555	1.670482136	0.758	0.302	1.11E-177	12		
HLA-DQA2	3.48E-163	0.512374215	1.426395657	0.384	0.081	7.22E-159	12		
TYROBP	3.27E-155	0.431034782	1.348200235	0.569	0.154	6.78E-151	12		
CD52	1.12E-137	0.4895976	1.404053199	0.426	0.107	2.31E-133	12		
ACTB	1.30E-120	0.573529403	1.488159749	1	0.992	2.70E-116	12		
MS4A6A	3.08E-120	0.393998466	1.31403023	0.31	0.067	6.37E-116	12		
HLA-DQA1	1.20E-101	0.386749298	1.30744413	0.282	0.066	2.48E-97	12		
SH3BGRL3	2.03E-98	0.542168059	1.456159166	0.976	0.752	4.20E-94	12		
ALOX5AP	2.69E-87	0.343813	1.269106376	0.408	0.13	5.58E-83	12		
VIM	3.48E-87	0.380315158	1.301626166	0.691	0.33	7.21E-83	12		
ARPC3	2.00E-79	0.479196358	1.393966951	0.857	0.645	4.15E-75	12		
TMSB10	7.25E-75	0.333557287	1.260116647	1	0.999	1.50E-70	12		
RPS23	2.71E-74	0.407573284	1.326452749	1	0.974	5.61E-70	12		
YWHAH	1.21E-72	0.580379406	1.495242423	0.506	0.255	2.51E-68	12		
ATP5F1E	1.45E-71	0.400541881	1.320003616	0.956	0.798	3.01E-67	12		
RPS14	9.28E-70	0.359144854	1.282665383	1	0.985	1.92E-65	12		
PFN1	2.09E-67	0.581799715	1.496715188	0.61	0.372	4.33E-63	12		
PYCARD	2.73E-66	0.336497462	1.26268735	0.265	0.081	5.65E-62	12		
LCP1	6.56E-66	0.330807336	1.257716999	0.309	0.101	1.36E-61	12		
CST3	1.17E-62	0.563718516	1.478074016	0.949	0.769	2.43E-58	12		
RPS19	1.73E-60	0.350923866	1.275377085	1	0.989	3.58E-56	12		
C1orf162	8.28E-59	0.29323127	1.22538175	0.271	0.087	1.71E-54	12		
CFL1	2.34E-56	0.389726709	1.310145198	0.929	0.763	4.84E-52	12		
UBA52	1.49E-55	0.349785695	1.274371312	1	0.961	3.09E-51	12		
ARPC5	8.66E-55	0.529309393	1.443238163	0.512	0.305	1.79E-50	12		
CALM1	2.96E-54	0.55614157	1.470331611	0.602	0.394	6.13E-50	12		
OAZ1	7.58E-52	0.376485896	1.298175916	0.973	0.855	1.57E-47	12		
HLA-DRB5	4.08E-50	0.493496989	1.407853279	0.467	0.255	8.46E-46	12		
RPL26	1.83E-48	0.356211733	1.280060264	0.998	0.951	3.79E-44	12		
ARHGDIB	1.73E-47	0.406024474	1.325029495	0.423	0.215	3.58E-43	12		
SERF2	6.59E-45	0.31972898	1.248096064	0.997	0.954	1.36E-40	12		
TUBA1B	7.53E-42	0.440969627	1.3575164	0.682	0.536	1.56E-37	12		
RPL35	1.97E-41	0.312836245	1.242147282	0.994	0.95	4.08E-37	12		
MT-ND3	3.67E-39	0.269586015	1.205461868	1	0.984	7.59E-35	12		
RPL7A	1.06E-36	0.308913823	1.2387747	0.994	0.95	2.19E-32	12		
S100A4	6.15E-35	0.318279509	1.246842735	0.414	0.218	1.27E-30	12		
HLA-DRB1	1.09E-34	0.378746176	1.30021137	0.405	0.235	2.25E-30	12		
ACTG1	3.91E-34	0.280216013	1.214376698	0.997	0.972	8.10E-30	12		
ARPC2	6.71E-34	0.281260024	1.215255803	0.91	0.774	1.39E-29	12		
S100A11	3.72E-32	0.254131115	1.192617255	0.998	0.977	7.70E-28	12		
SRP14	7.88E-31	0.251835308	1.190720914	0.905	0.759	1.63E-26	12		
PTMA	4.60E-30	0.255184726	1.19348855	1	0.99	9.54E-26	12		
RPL6	7.97E-30	0.250644416	1.189738423	0.998	0.966	1.65E-25	12		
HLA-DQB1	4.33E-29	0.442630515	1.359080127	0.48	0.342	8.96E-25	12		
H3F3A	5.96E-27	0.268169653	1.204278989	0.986	0.902	1.24E-22	12		
NAP1L1	2.02E-25	0.273968482	1.20912926	0.789	0.671	4.18E-21	12		
VASP	4.00E-23	0.314345095	1.243447068	0.289	0.169	8.28E-19	12		
CAPG	1.01E-20	0.320481492	1.248747243	0.392	0.274	2.09E-16	12		
VAMP8	6.86E-19	0.279066416	1.21340942	0.69	0.607	1.42E-14	12		
GSN	2.17E-17	0.261295378	1.198554388	0.298	0.191	4.49E-13	12		
H2AFY	4.27E-15	0.255011818	1.193345519	0.259	0.164	8.85E-11	12		
DBI	6.29E-12	0.293812357	1.225875407	0.393	0.324	1.30E-07	12		
RPL36AL	1.02E-11	0.265828285	1.202326135	0.404	0.338	2.12E-07	12		
CD52	2.64E-65	0.377272124	1.298883577	0.422	0.113	5.48E-61	13		
CD69	9.74E-65	0.802298143	1.743876827	0.276	0.058	2.02E-60	13		
CD37	1.69E-53	0.391900442	1.312120704	0.285	0.071	3.49E-49	13		
IL32	6.30E-47	0.415530781	1.333789301	0.36	0.111	1.30E-42	13		
CXCR4	1.74E-38	0.400166935	1.3196606	0.326	0.103	3.61E-34	13		
BTG1	3.18E-38	0.480883649	1.395598207	0.613	0.309	6.60E-34	13		
BTG2	8.76E-36	0.620504326	1.537412524	0.305	0.106	1.82E-31	13		
S100A4	3.88E-34	0.296378759	1.228058051	0.509	0.219	8.03E-30	13		
RGS1	1.28E-31	0.446077429	1.362331149	0.299	0.104	2.65E-27	13		
ZFP36L2	1.64E-19	0.358565995	1.282150836	0.483	0.291	3.39E-15	13		
RPS23	1.11E-18	0.342253783	1.267735509	1	0.974	2.29E-14	13		
RPL7A	6.29E-18	0.275869137	1.210723258	0.983	0.951	1.30E-13	13		
TSC22D3	1.35E-16	0.278563196	1.21298625	0.39	0.215	2.80E-12	13		
RPL26	2.61E-16	0.275788824	1.21065586	0.997	0.952	5.40E-12	13		
RPS29	6.26E-16	0.286379961	1.21957625	0.994	0.956	1.30E-11	13		
RPS14	8.79E-16	0.297274068	1.228820397	1	0.985	1.82E-11	13		
TXNIP	1.09E-13	0.312355253	1.241733221	0.927	0.782	2.25E-09	13		
JUND	8.13E-13	0.395731032	1.315609227	0.535	0.389	1.68E-08	13		
JUNB	3.89E-09	0.475724983	1.390616856	0.48	0.377	8.05E-05	13		
EGR1	4.43E-07	0.313924275	1.24308442	0.276	0.187	0.00918268	13		
H3F3B	5.45E-07	0.283565258	1.217199172	0.977	0.955	0.011297336	13		
FOSB	6.62E-07	0.336794847	1.262947656	0.387	0.284	0.01371675	13		
FOS	5.72E-06	0.733232924	1.66236009	0.419	0.351	0.118423788	13		
IER2	7.78E-06	0.573547322	1.488178233	0.648	0.568	0.161058729	13		
JUN	0.000658087	0.253165554	1.191819332	0.913	0.853	1	13		
ANXA1	0.003381952	0.304718982	1.235178017	0.392	0.358	1	13		
FABP4	0	1.956937284	3.882369103	0.422	0.012	0	14		
COL4A1	0	1.38702612	2.615390048	0.503	0.019	0	14		
SPARCL1	0	1.384384604	2.610605756	0.51	0.022	0	14		
IGFBP7	0	1.379770227	2.602269224	0.639	0.058	0	14		
RAMP2	0	1.253769108	2.384636071	0.574	0.003	0	14		
A2M	0	1.206073699	2.307089063	0.544	0.042	0	14		
TCF4	0	1.11744251	2.169620192	0.605	0.041	0	14		
PLVAP	0	1.023337389	2.032615578	0.48	0.002	0	14		
EGFL7	0	1.011172549	2.015548569	0.568	0.016	0	14		
STC1	0	0.992964398	1.990270328	0.294	0.009	0	14		
PECAM1	0	0.990262149	1.986545929	0.507	0.036	0	14		
ADGRL4	0	0.956048743	1.939989364	0.51	0.002	0	14		
RBP7	0	0.953338961	1.936348945	0.395	0.011	0	14		
COL4A2	0	0.941698088	1.920787724	0.443	0.016	0	14		
VWF	0	0.896312352	1.861302255	0.426	0.002	0	14		
CALCRL	0	0.893649784	1.857870294	0.493	0.003	0	14		
CD93	0	0.842565362	1.793235993	0.449	0.03	0	14		
CRIP2	0	0.817174196	1.76195148	0.561	0.021	0	14		
PODXL	0	0.81222216	1.755913966	0.389	0.012	0	14		
CLDN5	0	0.803348762	1.745147238	0.287	0.001	0	14		
COL15A1	0	0.712363951	1.638486687	0.348	0.006	0	14		
FLT1	0	0.706310004	1.631625551	0.328	0.011	0	14		
PALMD	0	0.664407753	1.584917508	0.419	0.005	0	14		
ESAM	0	0.650087316	1.569263169	0.436	0.003	0	14		
PCDH17	0	0.61682577	1.533497452	0.334	0.001	0	14		
CLEC14A	0	0.611346304	1.527684159	0.389	0.001	0	14		
CD34	0	0.60752841	1.523646697	0.355	0.002	0	14		
APOLD1	0	0.593418003	1.508817174	0.382	0.009	0	14		
SOX18	0	0.591680915	1.507001565	0.392	0.002	0	14		
EMCN	0	0.590994075	1.50628428	0.378	0.001	0	14		
HEG1	0	0.583672046	1.498658888	0.345	0.011	0	14		
ECSCR	0	0.563135916	1.47747725	0.378	0.002	0	14		
APLNR	0	0.553660781	1.467805472	0.27	0.003	0	14		
MCAM	0	0.535981559	1.449928299	0.291	0.01	0	14		
RAMP3	0	0.519595912	1.433553664	0.291	0.001	0	14		
CDH5	0	0.519166336	1.433126873	0.365	0.001	0	14		
ADAMTS9	0	0.514994024	1.428988221	0.334	0.007	0	14		
NOTCH4	0	0.466481263	1.381735299	0.294	0.002	0	14		
PTPRB	0	0.432742982	1.349797496	0.321	0.005	0	14		
FAM167B	0	0.420210467	1.338122752	0.301	0.003	0	14		
TIE1	0	0.41160814	1.330167696	0.318	0	0	14		
LDB2	0	0.409929508	1.328620894	0.328	0.004	0	14		
